protocol,representation,model,fold,rank,feature,left,right,operation,formula,abs_spearman_train
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,6,disc_expr_06__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7071897873854786
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,7,disc_expr_07__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7017451753519696
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,8,disc_expr_08__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,9,disc_expr_09__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,10,disc_expr_10__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,11,disc_expr_11__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.7000272048853836
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6950617622054037
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,13,disc_expr_13__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.6944475737563943
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,14,disc_expr_14__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.680044347611035
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,15,disc_expr_15__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,16,disc_expr_16__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,17,disc_expr_17__symmetric_change__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,symmetric_change,2*((clim_official_2025__prec__season_sum)-(soilgrids__nitrogen__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__nitrogen__depth_weighted_0_30cm)+eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6686435191320148
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,19,disc_expr_19__reverse_safe_ratio__siap_hist_yield_mean_recent__clim_official_2025_prec_season_sum,siap_hist__yield_mean_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_mean_recent) + eps),0.6545501817022553
fold_municipality_grouped,C2_all_plus_discovery,CatBoost,5,20,disc_expr_20__safe_ratio__siap_hist_yield_mean_recent__clim_official_2025_prec_season_sum,siap_hist__yield_mean_recent,clim_official_2025__prec__season_sum,safe_ratio,(siap_hist__yield_mean_recent) / (abs(clim_official_2025__prec__season_sum) + eps),0.6545501817022553
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,4,disc_expr_04__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.7130423497060898
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.707438975225244
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,6,disc_expr_06__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7071897873854786
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,7,disc_expr_07__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7017451753519696
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,8,disc_expr_08__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,9,disc_expr_09__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,10,disc_expr_10__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,11,disc_expr_11__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.7000272048853836
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6950617622054037
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,13,disc_expr_13__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.6944475737563943
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,14,disc_expr_14__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.680044347611035
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,15,disc_expr_15__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,16,disc_expr_16__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,17,disc_expr_17__symmetric_change__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,symmetric_change,2*((clim_official_2025__prec__season_sum)-(soilgrids__nitrogen__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__nitrogen__depth_weighted_0_30cm)+eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6686435191320148
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,19,disc_expr_19__reverse_safe_ratio__siap_hist_yield_mean_recent__clim_official_2025_prec_season_sum,siap_hist__yield_mean_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_mean_recent) + eps),0.6545501817022553
fold_municipality_grouped,C2_all_plus_discovery,PLS,5,20,disc_expr_20__safe_ratio__siap_hist_yield_mean_recent__clim_official_2025_prec_season_sum,siap_hist__yield_mean_recent,clim_official_2025__prec__season_sum,safe_ratio,(siap_hist__yield_mean_recent) / (abs(clim_official_2025__prec__season_sum) + eps),0.6545501817022553
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.7349886446892143
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,4,disc_expr_04__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.7130423497060898
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.707438975225244
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,6,disc_expr_06__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7071897873854786
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,7,disc_expr_07__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7017451753519696
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,8,disc_expr_08__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,9,disc_expr_09__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,10,disc_expr_10__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.700858340762838
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,11,disc_expr_11__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.7000272048853836
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6950617622054037
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,13,disc_expr_13__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.6944475737563943
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,14,disc_expr_14__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.680044347611035
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,15,disc_expr_15__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6722324458344174
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,5,16,disc_expr_16__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6722324458344174
